funded_amnt,int_rate,installment,issue_date,loan_status,term_months,sub_grade,verification_status,state_address
9500.0,0.2899,313.41,7.0,1.0,36.0,10.0,1.0,2.0
30000.0,0.1561,723.34,7.0,1.0,60.0,16.0,1.0,2.0
23000.0,0.2899,742.04,7.0,1.0,36.0,8.0,0.0,3.0
14400.0,0.2899,1372.97,7.0,1.0,36.0,7.0,0.0,3.0
10500.0,0.1825,268.07,7.0,1.0,60.0,21.0,1.0,2.0
21000.0,0.1399,488.53,7.0,1.0,60.0,14.0,0.0,4.0
10500.0,0.1561,253.17,8.0,1.0,60.0,16.0,1.0,2.0
11000.0,0.2899,389.73,7.0,1.0,36.0,17.0,1.0,3.0
6400.0,0.1333,216.66,7.0,1.0,36.0,13.0,1.0,2.0
16000.0,0.2899,333.46,8.0,1.0,60.0,7.0,0.0,2.0
12000.0,0.1999,317.86,7.0,1.0,60.0,24.0,1.0,4.0
5000.0,0.2899,167.73,7.0,1.0,36.0,12.0,1.0,1.0
21750.0,0.2098999999999999,588.29,7.0,1.0,60.0,25.0,1.0,3.0
30000.0,0.1333,687.68,8.0,1.0,60.0,13.0,1.0,2.0
17000.0,0.2899,531.86,8.0,1.0,36.0,5.0,1.0,2.0
5675.0,0.1465,195.76,7.0,1.0,36.0,15.0,1.0,2.0
16750.0,0.1757,421.44,8.0,1.0,60.0,19.0,0.0,2.0
33600.0,0.1785999999999999,850.67,8.0,1.0,60.0,20.0,1.0,2.0
3500.0,0.2899,117.41,8.0,1.0,36.0,15.0,1.0,4.0
30000.0,0.1825,765.89,7.0,1.0,60.0,21.0,1.0,2.0
20000.0,0.2899,616.54,7.0,1.0,36.0,3.0,1.0,1.0
1000.0,0.2899,752.87,8.0,1.0,36.0,1.0,0.0,2.0
1100.0,0.1399,37.6,7.0,1.0,36.0,14.0,1.0,4.0
7200.0,0.2899,237.53,7.0,1.0,36.0,10.0,1.0,2.0
14700.0,0.1333,497.65,7.0,1.0,36.0,13.0,1.0,2.0
15000.0,0.1333,507.8,7.0,1.0,36.0,13.0,0.0,3.0
20000.0,0.2899,645.25,7.0,1.0,36.0,8.0,1.0,4.0
5000.0,0.2899,157.1,8.0,1.0,36.0,6.0,1.0,4.0
15000.0,0.2899,483.94,8.0,1.0,36.0,8.0,0.0,1.0
18500.0,0.2899,605.58,7.0,1.0,36.0,9.0,0.0,4.0
15000.0,0.1561,361.67,7.0,1.0,60.0,16.0,1.0,3.0
1000.0,0.2899,377.04,7.0,1.0,36.0,6.0,0.0,2.0
9600.0,0.2899,301.63,7.0,1.0,36.0,6.0,1.0,4.0
20000.0,0.2899,1372.97,7.0,1.0,60.0,10.0,1.0,4.0
16000.0,0.1757,402.57,7.0,1.0,60.0,19.0,1.0,0.0
9000.0,0.2899,282.78,7.0,1.0,36.0,6.0,0.0,1.0
10875.0,0.2498999999999999,319.14,7.0,1.0,60.0,29.0,1.0,2.0
20000.0,0.1465,472.14,7.0,1.0,60.0,15.0,0.0,2.0
1000.0,0.2899,527.85,7.0,1.0,36.0,10.0,1.0,2.0
5600.0,0.2899,184.75,8.0,1.0,36.0,10.0,1.0,2.0
3600.0,0.2899,120.08,8.0,1.0,36.0,11.0,0.0,4.0
10000.0,0.2899,327.34,8.0,1.0,36.0,9.0,0.0,2.0
9800.0,0.1399,334.9,7.0,1.0,36.0,14.0,1.0,0.0
15000.0,0.1561,361.67,7.0,1.0,60.0,16.0,1.0,0.0
15000.0,0.2899,312.62,7.0,1.0,60.0,7.0,1.0,2.0
33000.0,0.1699,1176.38,7.0,1.0,36.0,18.0,1.0,2.0
10000.0,0.2899,335.45,7.0,1.0,36.0,12.0,1.0,2.0
18925.0,0.2098999999999999,712.91,7.0,1.0,36.0,25.0,1.0,4.0
7200.0,0.2899,237.53,8.0,1.0,36.0,10.0,1.0,3.0
10000.0,0.2899,314.2,8.0,1.0,36.0,6.0,0.0,2.0
6000.0,0.1465,206.97,8.0,1.0,36.0,15.0,0.0,2.0
17500.0,0.1465,603.65,8.0,1.0,36.0,15.0,1.0,0.0
12600.0,0.1919,463.08,7.0,1.0,36.0,23.0,1.0,3.0
6000.0,0.2899,200.12,8.0,1.0,36.0,11.0,1.0,4.0
23400.0,0.2398999999999999,673.04,7.0,1.0,60.0,28.0,1.0,2.0
35000.0,0.1855,899.28,7.0,1.0,60.0,22.0,1.0,1.0
7600.0,0.1399,259.72,8.0,1.0,36.0,14.0,1.0,2.0
6300.0,0.2899,217.32,8.0,1.0,36.0,15.0,1.0,2.0
7500.0,0.2899,239.1,7.0,1.0,36.0,7.0,1.0,2.0
17000.0,0.2899,369.54,7.0,1.0,60.0,9.0,1.0,4.0
18000.0,0.1785999999999999,455.72,7.0,1.0,60.0,20.0,1.0,3.0
25000.0,0.1699,621.18,7.0,1.0,60.0,18.0,1.0,3.0
8200.0,0.1465,282.86,7.0,1.0,36.0,15.0,1.0,4.0
10000.0,0.2899,314.2,7.0,1.0,36.0,6.0,0.0,4.0
22000.0,0.2899,681.92,7.0,1.0,36.0,5.0,1.0,2.0
7200.0,0.2899,1372.97,8.0,1.0,36.0,9.0,0.0,3.0
14000.0,0.2899,427.44,7.0,1.0,36.0,2.0,0.0,3.0
1000.0,0.1399,68.35,7.0,1.0,36.0,14.0,0.0,2.0
15550.0,0.1999,411.9,7.0,1.0,60.0,24.0,1.0,3.0
20000.0,0.2899,654.68,7.0,1.0,36.0,9.0,1.0,2.0
20000.0,0.1399,465.27,0.0,1.0,60.0,14.0,1.0,2.0
35000.0,0.1655,861.4,8.0,1.0,60.0,17.0,1.0,2.0
10000.0,0.2899,335.45,7.0,1.0,36.0,12.0,0.0,2.0
25000.0,0.2899,550.2,8.0,1.0,60.0,10.0,0.0,1.0
10000.0,0.2899,301.15,8.0,1.0,36.0,1.0,1.0,2.0
19600.0,0.2899,399.11,7.0,1.0,60.0,6.0,1.0,3.0
32000.0,0.2899,1020.13,7.0,1.0,36.0,7.0,1.0,1.0
10000.0,0.2899,301.15,8.0,1.0,36.0,1.0,0.0,3.0
4500.0,0.2899,150.96,7.0,1.0,36.0,12.0,1.0,2.0
15000.0,0.2899,1372.97,8.0,1.0,36.0,2.0,0.0,3.0
1875.0,0.1333,63.48,8.0,1.0,36.0,13.0,1.0,1.0
35000.0,0.1465,1207.3,7.0,1.0,36.0,15.0,1.0,2.0
1000.0,0.2899,405.05,7.0,1.0,36.0,1.0,0.0,3.0
20000.0,0.2899,667.06,7.0,1.0,36.0,11.0,0.0,3.0
6000.0,0.2899,187.72,7.0,1.0,36.0,5.0,1.0,4.0
8500.0,0.2899,263.47,8.0,1.0,36.0,4.0,1.0,1.0
1000.0,0.1465,451.48,7.0,1.0,60.0,15.0,0.0,2.0
6350.0,0.2899,1372.97,7.0,1.0,36.0,11.0,1.0,2.0
24000.0,0.2899,1372.97,7.0,1.0,36.0,1.0,0.0,1.0
25000.0,0.2899,824.76,0.0,1.0,36.0,10.0,1.0,2.0
16000.0,0.1757,402.57,7.0,1.0,60.0,19.0,1.0,2.0
35000.0,0.1785999999999999,886.11,0.0,1.0,60.0,20.0,1.0,1.0
12000.0,0.2899,260.85,7.0,1.0,60.0,9.0,0.0,4.0
18000.0,0.1999,476.79,8.0,1.0,60.0,24.0,1.0,2.0
5000.0,0.1465,172.48,8.0,1.0,36.0,15.0,1.0,3.0
9200.0,0.1825,333.76,7.0,1.0,36.0,21.0,0.0,1.0
10000.0,0.1333,338.54,7.0,1.0,36.0,13.0,0.0,3.0
15000.0,0.1757,377.41,8.0,1.0,60.0,19.0,1.0,4.0
35000.0,0.2899,1115.77,7.0,1.0,36.0,7.0,1.0,2.0
13200.0,0.1399,1372.97,8.0,1.0,60.0,14.0,0.0,1.0
8500.0,0.2899,285.14,7.0,1.0,36.0,12.0,1.0,1.0
8000.0,0.1699,285.19,7.0,1.0,36.0,18.0,1.0,1.0
9000.0,0.1333,304.68,7.0,1.0,36.0,15.0,0.0,2.0
10000.0,0.2899,308.27,0.0,1.0,36.0,3.0,1.0,2.0
15000.0,0.2899,471.3,8.0,1.0,36.0,6.0,1.0,4.0
1000.0,0.2899,394.59,8.0,1.0,36.0,3.0,1.0,1.0
12000.0,0.2299,338.22,7.0,1.0,60.0,27.0,1.0,2.0
11400.0,0.1465,269.12,7.0,1.0,60.0,15.0,0.0,4.0
15000.0,0.1999,397.33,7.0,1.0,60.0,24.0,1.0,1.0
15000.0,0.1757,377.41,8.0,1.0,60.0,19.0,1.0,1.0
7000.0,0.2899,229.14,7.0,1.0,36.0,9.0,1.0,2.0
7200.0,0.2899,235.69,7.0,1.0,36.0,9.0,1.0,4.0
1000.0,0.2098999999999999,908.81,7.0,0.0,60.0,25.0,1.0,4.0
9600.0,0.1399,328.06,7.0,1.0,36.0,14.0,1.0,3.0
16000.0,0.1757,402.57,7.0,1.0,60.0,19.0,1.0,1.0
8000.0,0.2899,263.93,0.0,1.0,36.0,10.0,1.0,3.0
22000.0,0.2899,1372.97,7.0,1.0,36.0,6.0,1.0,2.0
18000.0,0.1855,462.49,8.0,1.0,60.0,22.0,1.0,4.0
3275.0,0.1855,119.31,7.0,0.0,36.0,22.0,1.0,0.0
33000.0,0.2899,1007.52,8.0,1.0,36.0,2.0,1.0,2.0
5000.0,0.2899,157.1,7.0,1.0,36.0,6.0,1.0,1.0
13350.0,0.2299,376.27,8.0,1.0,60.0,27.0,1.0,1.0
15850.0,0.1757,398.79,8.0,1.0,60.0,19.0,1.0,1.0
20000.0,0.1333,677.07,7.0,1.0,36.0,13.0,1.0,1.0
4000.0,0.2899,134.18,7.0,1.0,36.0,12.0,1.0,1.0
15525.0,0.2498999999999999,455.59,7.0,1.0,60.0,29.0,1.0,2.0
35000.0,0.1399,814.21,7.0,1.0,60.0,14.0,1.0,1.0
4000.0,0.2899,123.31,7.0,1.0,36.0,3.0,0.0,1.0
8850.0,0.2899,296.88,7.0,1.0,36.0,12.0,0.0,2.0
11000.0,0.2899,350.67,7.0,1.0,36.0,7.0,1.0,4.0
8200.0,0.1465,282.86,7.0,1.0,36.0,15.0,1.0,2.0
17000.0,0.2899,384.11,8.0,1.0,60.0,12.0,1.0,2.0
15000.0,0.2899,457.97,7.0,1.0,36.0,2.0,0.0,2.0
12000.0,0.2899,271.14,8.0,1.0,60.0,12.0,0.0,0.0
17000.0,0.2899,354.3,7.0,1.0,60.0,7.0,0.0,4.0
30000.0,0.1825,765.89,7.0,1.0,60.0,21.0,1.0,1.0
11275.0,0.1919,414.39,8.0,1.0,36.0,23.0,1.0,2.0
12000.0,0.1465,283.28,7.0,1.0,60.0,15.0,1.0,0.0
10500.0,0.2899,352.23,7.0,1.0,36.0,12.0,0.0,1.0
6200.0,0.1561,216.79,7.0,1.0,36.0,16.0,1.0,2.0
1000.0,0.1465,495.74,8.0,1.0,60.0,15.0,1.0,4.0
11675.0,0.1399,271.6,8.0,1.0,60.0,14.0,0.0,2.0
30000.0,0.1655,738.34,7.0,1.0,60.0,17.0,1.0,3.0
1200.0,0.2899,40.03,8.0,1.0,36.0,11.0,1.0,4.0
1000.0,0.2899,428.88,7.0,1.0,36.0,10.0,1.0,4.0
9600.0,0.1465,331.15,7.0,1.0,36.0,15.0,0.0,2.0
2000.0,0.2899,62.58,8.0,1.0,36.0,5.0,1.0,3.0
6425.0,0.1465,221.63,8.0,1.0,36.0,15.0,0.0,1.0
14000.0,0.2899,313.48,8.0,1.0,60.0,11.0,1.0,1.0
9500.0,0.2899,294.47,7.0,1.0,36.0,4.0,0.0,3.0
9600.0,0.2899,300.35,7.0,1.0,36.0,5.0,1.0,1.0
7500.0,0.2899,251.59,7.0,1.0,36.0,12.0,0.0,1.0
20000.0,0.2899,637.58,7.0,1.0,36.0,7.0,1.0,4.0
18000.0,0.2899,580.73,7.0,1.0,36.0,8.0,0.0,2.0
12950.0,0.1825,469.8,7.0,1.0,36.0,21.0,1.0,3.0
9000.0,0.2899,290.37,7.0,1.0,36.0,10.0,1.0,2.0
16000.0,0.1855,411.1,8.0,1.0,60.0,22.0,1.0,2.0
7200.0,0.1465,248.36,0.0,1.0,36.0,15.0,1.0,4.0
22400.0,0.1655,551.3,7.0,1.0,60.0,17.0,1.0,2.0
24000.0,0.2899,509.82,7.0,1.0,60.0,8.0,1.0,4.0
30000.0,0.2899,1372.97,7.0,1.0,60.0,8.0,1.0,4.0
6000.0,0.1699,213.89,7.0,1.0,36.0,18.0,1.0,1.0
6000.0,0.2899,200.12,7.0,1.0,36.0,11.0,1.0,2.0
14400.0,0.1333,330.09,8.0,1.0,60.0,13.0,0.0,2.0
12000.0,0.1333,406.24,7.0,1.0,36.0,13.0,0.0,1.0
5700.0,0.2899,171.66,7.0,1.0,36.0,1.0,0.0,4.0
12000.0,0.2899,382.55,8.0,1.0,36.0,7.0,1.0,4.0
13050.0,0.1699,465.21,8.0,1.0,36.0,18.0,0.0,1.0
12100.0,0.1465,417.38,0.0,1.0,36.0,15.0,1.0,2.0
2700.0,0.2899,90.06,8.0,1.0,36.0,11.0,1.0,3.0
8400.0,0.2899,280.17,7.0,1.0,36.0,11.0,1.0,2.0
26500.0,0.2899,598.76,7.0,1.0,60.0,12.0,0.0,1.0
16800.0,0.2899,563.56,7.0,1.0,36.0,12.0,0.0,2.0
1000.0,0.2899,32.74,8.0,1.0,36.0,9.0,0.0,4.0
35000.0,0.1333,1184.86,8.0,1.0,36.0,13.0,1.0,2.0
16500.0,0.2899,503.76,7.0,1.0,36.0,2.0,0.0,2.0
23100.0,0.2899,774.89,8.0,1.0,36.0,15.0,1.0,2.0
18000.0,0.2731,552.98,8.0,1.0,60.0,32.0,1.0,4.0
33000.0,0.1399,767.69,7.0,1.0,60.0,14.0,1.0,4.0
6000.0,0.2899,187.72,7.0,1.0,36.0,5.0,0.0,3.0
29600.0,0.1825,755.68,7.0,1.0,60.0,21.0,1.0,2.0
16000.0,0.1465,377.71,8.0,1.0,60.0,15.0,1.0,2.0
35000.0,0.2498999999999999,1027.1,8.0,1.0,60.0,29.0,1.0,0.0
25000.0,0.2899,806.57,8.0,1.0,36.0,8.0,0.0,0.0
12000.0,0.1785999999999999,303.81,8.0,0.0,60.0,20.0,1.0,0.0
10200.0,0.2498999999999999,1372.97,7.0,1.0,60.0,29.0,1.0,1.0
1000.0,0.1561,279.72,7.0,1.0,36.0,16.0,1.0,1.0
30000.0,0.2899,652.13,7.0,1.0,60.0,9.0,1.0,0.0
8400.0,0.1399,287.06,0.0,1.0,36.0,14.0,1.0,2.0
12000.0,0.2899,387.15,8.0,1.0,36.0,8.0,1.0,1.0
14000.0,0.2899,427.44,7.0,1.0,36.0,2.0,1.0,1.0
1000.0,0.1333,33.86,8.0,1.0,36.0,15.0,1.0,1.0
15075.0,0.2899,473.65,0.0,1.0,36.0,6.0,0.0,1.0
8000.0,0.2899,266.83,8.0,1.0,36.0,11.0,1.0,1.0
6000.0,0.2899,188.52,8.0,1.0,36.0,6.0,1.0,0.0
20000.0,0.1825,510.6,8.0,1.0,60.0,21.0,1.0,1.0
20000.0,0.1855,513.88,8.0,1.0,60.0,22.0,1.0,2.0
10000.0,0.1655,354.3,8.0,1.0,36.0,17.0,1.0,2.0
8500.0,0.2899,278.24,7.0,1.0,36.0,9.0,1.0,1.0
18000.0,0.1757,452.89,7.0,1.0,60.0,19.0,1.0,2.0
12000.0,0.1399,279.16,7.0,1.0,60.0,14.0,1.0,3.0
12000.0,0.2899,371.96,7.0,1.0,60.0,4.0,0.0,3.0
12000.0,0.1561,289.34,8.0,1.0,60.0,16.0,0.0,2.0
22800.0,0.2899,495.62,7.0,1.0,60.0,9.0,1.0,3.0
16000.0,0.1399,372.21,7.0,1.0,60.0,14.0,1.0,4.0
27000.0,0.1699,670.88,7.0,1.0,60.0,18.0,1.0,4.0
23000.0,0.1399,535.06,7.0,1.0,60.0,15.0,1.0,2.0
7200.0,0.1333,243.75,7.0,1.0,36.0,13.0,1.0,2.0
28000.0,0.2899,876.0,8.0,1.0,36.0,5.0,1.0,1.0
4500.0,0.2899,150.09,7.0,1.0,36.0,11.0,0.0,3.0
5000.0,0.1399,170.87,0.0,1.0,36.0,14.0,1.0,3.0
13000.0,0.2899,400.75,7.0,1.0,36.0,3.0,0.0,2.0
7000.0,0.2899,219.0,8.0,1.0,36.0,5.0,0.0,3.0
1000.0,0.1825,565.94,8.0,1.0,36.0,21.0,1.0,2.0
3000.0,0.2899,100.64,7.0,1.0,36.0,12.0,0.0,1.0
16000.0,0.2899,481.84,8.0,1.0,36.0,1.0,0.0,0.0
19175.0,0.1465,452.66,7.0,1.0,60.0,15.0,1.0,2.0
18475.0,0.1655,454.7,7.0,1.0,60.0,17.0,1.0,3.0
2000.0,0.2899,1372.97,7.0,1.0,36.0,10.0,0.0,2.0
6000.0,0.2899,200.12,7.0,1.0,36.0,11.0,1.0,3.0
15000.0,0.2899,1372.97,7.0,1.0,36.0,3.0,0.0,2.0
18000.0,0.2899,589.22,7.0,1.0,36.0,9.0,1.0,2.0
10700.0,0.1699,381.44,8.0,1.0,60.0,18.0,1.0,2.0
7000.0,0.1699,249.54,8.0,1.0,36.0,18.0,1.0,0.0
20000.0,0.1465,472.14,8.0,1.0,60.0,15.0,1.0,3.0
11200.0,0.2899,1372.97,7.0,1.0,36.0,8.0,1.0,4.0
12225.0,0.2299,344.56,8.0,1.0,60.0,27.0,0.0,2.0
7850.0,0.1655,1372.97,8.0,1.0,36.0,17.0,1.0,1.0
15200.0,0.1561,366.5,8.0,0.0,60.0,16.0,1.0,2.0
8500.0,0.2899,274.24,7.0,1.0,36.0,8.0,1.0,1.0
13200.0,0.2899,412.98,8.0,1.0,36.0,5.0,1.0,4.0
7250.0,0.2899,1372.97,8.0,1.0,36.0,7.0,1.0,1.0
26600.0,0.1699,948.24,8.0,1.0,36.0,18.0,1.0,3.0
12000.0,0.2899,250.1,8.0,1.0,60.0,7.0,1.0,4.0
17800.0,0.2899,551.74,8.0,1.0,36.0,4.0,1.0,4.0
15000.0,0.2899,478.19,7.0,1.0,36.0,7.0,1.0,0.0
14000.0,0.2899,427.44,8.0,1.0,36.0,2.0,1.0,2.0
14400.0,0.1999,535.09,8.0,1.0,60.0,24.0,1.0,2.0
15850.0,0.2498999999999999,465.13,0.0,1.0,60.0,29.0,1.0,2.0
20000.0,0.2899,628.39,8.0,1.0,36.0,10.0,1.0,2.0
12000.0,0.2899,271.14,8.0,1.0,60.0,15.0,0.0,1.0
21000.0,0.2899,632.42,7.0,1.0,36.0,1.0,0.0,4.0
14550.0,0.2899,325.8,8.0,1.0,60.0,15.0,0.0,4.0
13200.0,0.2098999999999999,357.04,7.0,1.0,60.0,25.0,1.0,4.0
20625.0,0.2899,687.91,8.0,1.0,36.0,11.0,1.0,2.0
24375.0,0.2299,687.01,8.0,1.0,60.0,30.0,1.0,2.0
6000.0,0.1465,206.97,7.0,1.0,36.0,15.0,1.0,2.0
25300.0,0.1855,650.05,8.0,1.0,60.0,22.0,1.0,3.0
22000.0,0.1465,519.35,0.0,1.0,60.0,15.0,1.0,2.0
1000.0,0.2899,238.79,8.0,1.0,36.0,6.0,1.0,1.0
18000.0,0.2899,603.81,0.0,1.0,36.0,12.0,1.0,4.0
6000.0,0.2899,187.72,7.0,1.0,36.0,5.0,0.0,1.0
10000.0,0.1919,260.46,8.0,1.0,60.0,23.0,1.0,2.0
30000.0,0.2899,1000.59,0.0,1.0,36.0,11.0,1.0,1.0
25000.0,0.2899,564.87,8.0,1.0,60.0,12.0,0.0,2.0
12300.0,0.1655,435.78,8.0,1.0,36.0,17.0,1.0,3.0
12000.0,0.2899,377.04,7.0,1.0,36.0,6.0,0.0,3.0
17000.0,0.2899,361.12,7.0,1.0,60.0,10.0,0.0,1.0
15000.0,0.2198999999999999,414.2,7.0,1.0,60.0,26.0,1.0,3.0
32000.0,0.2899,976.99,8.0,1.0,36.0,2.0,1.0,2.0
5000.0,0.2899,161.32,7.0,1.0,36.0,8.0,0.0,3.0
10000.0,0.1399,1372.97,8.0,1.0,36.0,14.0,1.0,4.0
24000.0,0.1561,578.68,8.0,1.0,60.0,16.0,1.0,4.0
16000.0,0.1333,541.65,8.0,1.0,36.0,13.0,1.0,4.0
7000.0,0.2899,219.94,7.0,1.0,36.0,6.0,0.0,1.0
15000.0,0.2899,335.87,8.0,1.0,60.0,11.0,0.0,0.0
22000.0,0.2899,709.78,7.0,1.0,36.0,8.0,0.0,1.0
15500.0,0.1825,395.71,8.0,1.0,60.0,21.0,1.0,4.0
30000.0,0.2899,956.37,8.0,1.0,36.0,7.0,1.0,0.0
6000.0,0.2899,187.72,8.0,1.0,36.0,5.0,1.0,4.0
13200.0,0.2899,266.96,8.0,1.0,60.0,5.0,0.0,3.0
18425.0,0.2398999999999999,1372.97,7.0,1.0,60.0,28.0,1.0,1.0
7200.0,0.2899,1372.97,8.0,1.0,36.0,8.0,0.0,4.0
10800.0,0.2899,348.44,8.0,1.0,36.0,8.0,1.0,4.0
18000.0,0.2899,554.89,7.0,1.0,36.0,3.0,0.0,2.0
20000.0,0.2899,602.3,7.0,1.0,36.0,1.0,0.0,1.0
35000.0,0.1465,1207.3,8.0,1.0,36.0,15.0,1.0,3.0
20000.0,0.1699,496.95,7.0,1.0,60.0,18.0,1.0,3.0
16025.0,0.1465,552.77,0.0,1.0,36.0,15.0,1.0,1.0
7000.0,0.2899,229.14,8.0,1.0,36.0,9.0,1.0,2.0
15000.0,0.2899,305.44,8.0,1.0,60.0,6.0,0.0,2.0
9600.0,0.2899,301.63,8.0,0.0,36.0,6.0,1.0,4.0
6500.0,0.2899,195.75,8.0,1.0,36.0,1.0,1.0,2.0
10000.0,0.2899,308.27,8.0,1.0,36.0,3.0,0.0,2.0
25000.0,0.2899,521.03,8.0,1.0,60.0,7.0,0.0,2.0
15000.0,0.2899,330.12,8.0,1.0,60.0,10.0,0.0,2.0
35000.0,0.1333,1184.86,7.0,1.0,36.0,13.0,1.0,2.0
24000.0,0.1465,566.56,8.0,1.0,60.0,15.0,1.0,2.0
24000.0,0.2899,521.7,7.0,1.0,60.0,10.0,0.0,4.0
1000.0,0.2899,260.85,7.0,1.0,60.0,9.0,1.0,1.0
15000.0,0.1561,1372.97,8.0,1.0,36.0,16.0,1.0,1.0
1000.0,0.2899,264.36,8.0,1.0,60.0,12.0,1.0,2.0
7000.0,0.2899,225.84,8.0,1.0,36.0,8.0,1.0,1.0
8400.0,0.2899,280.17,7.0,1.0,36.0,11.0,0.0,4.0
20000.0,0.1399,465.27,8.0,1.0,60.0,14.0,1.0,3.0
14000.0,0.1465,330.5,8.0,1.0,60.0,15.0,1.0,1.0
4800.0,0.1399,164.03,8.0,1.0,36.0,14.0,1.0,2.0
7000.0,0.2899,234.82,8.0,1.0,36.0,12.0,1.0,2.0
9000.0,0.2899,294.61,7.0,1.0,36.0,9.0,1.0,4.0
19800.0,0.1399,676.63,8.0,1.0,36.0,14.0,1.0,0.0
18000.0,0.2899,589.22,8.0,1.0,36.0,9.0,0.0,1.0
3600.0,0.2899,118.77,7.0,1.0,36.0,10.0,0.0,1.0
12925.0,0.2899,412.04,7.0,1.0,36.0,7.0,0.0,2.0
10000.0,0.1399,341.73,8.0,1.0,36.0,14.0,0.0,3.0
12000.0,0.1399,410.08,8.0,1.0,36.0,14.0,1.0,3.0
2775.0,0.1757,99.73,8.0,1.0,36.0,19.0,1.0,4.0
16000.0,0.2899,358.27,7.0,1.0,60.0,11.0,0.0,4.0
12000.0,0.2899,387.15,7.0,1.0,36.0,8.0,1.0,1.0
21000.0,0.1785999999999999,531.67,0.0,1.0,60.0,20.0,1.0,2.0
6000.0,0.2899,187.72,8.0,1.0,36.0,5.0,0.0,3.0
30000.0,0.1399,697.9,7.0,1.0,60.0,14.0,1.0,1.0
3600.0,0.1699,128.34,7.0,1.0,36.0,18.0,1.0,2.0
10000.0,0.2899,322.63,7.0,1.0,36.0,8.0,0.0,4.0
17050.0,0.2899,513.46,7.0,1.0,36.0,1.0,1.0,2.0
5000.0,0.2899,163.67,8.0,1.0,36.0,9.0,1.0,2.0
10000.0,0.2899,327.34,8.0,1.0,36.0,9.0,1.0,1.0
35000.0,0.1699,1247.68,8.0,1.0,36.0,18.0,1.0,1.0
24475.0,0.1785999999999999,619.65,0.0,1.0,60.0,20.0,1.0,4.0
24000.0,0.2899,542.28,8.0,1.0,60.0,12.0,0.0,1.0
6000.0,0.2899,188.52,7.0,1.0,36.0,6.0,0.0,2.0
25000.0,0.1855,642.34,7.0,1.0,60.0,22.0,0.0,4.0
13025.0,0.1855,334.66,7.0,1.0,60.0,22.0,0.0,3.0
10000.0,0.2899,333.53,8.0,1.0,36.0,11.0,0.0,3.0
24000.0,0.2899,754.07,8.0,1.0,60.0,6.0,1.0,1.0
8000.0,0.2899,251.36,8.0,1.0,36.0,6.0,1.0,4.0
6000.0,0.2899,187.72,8.0,1.0,36.0,5.0,1.0,3.0
20000.0,0.1655,492.23,7.0,1.0,60.0,17.0,0.0,4.0
8000.0,0.1333,270.83,7.0,1.0,36.0,13.0,1.0,1.0
1000.0,0.1699,792.28,8.0,1.0,36.0,18.0,0.0,3.0
25000.0,0.1399,581.58,8.0,1.0,60.0,14.0,0.0,1.0
1000.0,0.2899,278.95,8.0,1.0,36.0,7.0,1.0,2.0
11400.0,0.1699,406.39,8.0,1.0,36.0,20.0,1.0,2.0
16000.0,0.2899,510.07,8.0,1.0,36.0,7.0,0.0,3.0
11000.0,0.2899,233.67,7.0,1.0,60.0,8.0,0.0,0.0
10000.0,0.1399,232.64,8.0,1.0,60.0,14.0,1.0,3.0
32000.0,0.1999,847.63,8.0,1.0,60.0,24.0,1.0,1.0
9000.0,0.2899,281.58,8.0,1.0,36.0,5.0,1.0,2.0
10000.0,0.2899,1372.97,8.0,1.0,36.0,6.0,0.0,4.0
1000.0,0.1655,113.38,7.0,1.0,36.0,17.0,1.0,1.0
6000.0,0.1333,203.12,7.0,1.0,36.0,13.0,1.0,2.0
4550.0,0.2899,1372.97,8.0,1.0,36.0,11.0,1.0,1.0
35000.0,0.2299,986.47,8.0,1.0,60.0,27.0,1.0,0.0
8000.0,0.2899,246.62,8.0,1.0,36.0,3.0,1.0,1.0
24000.0,0.1561,1372.97,8.0,1.0,36.0,16.0,1.0,2.0
6025.0,0.2899,200.96,8.0,1.0,36.0,11.0,1.0,2.0
14100.0,0.1655,499.56,8.0,1.0,36.0,17.0,1.0,4.0
9525.0,0.2899,317.69,8.0,1.0,36.0,11.0,0.0,3.0
11875.0,0.2198999999999999,327.91,8.0,1.0,60.0,26.0,1.0,0.0
19075.0,0.1855,490.11,8.0,1.0,60.0,22.0,1.0,2.0
20000.0,0.2899,416.82,8.0,1.0,60.0,7.0,0.0,2.0
9125.0,0.2899,301.04,0.0,1.0,36.0,10.0,1.0,4.0
9000.0,0.2899,271.04,0.0,1.0,36.0,1.0,0.0,4.0
7200.0,0.2899,232.29,8.0,1.0,36.0,8.0,1.0,2.0
27000.0,0.1825,1372.97,7.0,1.0,60.0,21.0,1.0,4.0
8725.0,0.2899,285.61,7.0,1.0,36.0,9.0,1.0,2.0
8400.0,0.2899,281.78,8.0,1.0,36.0,15.0,1.0,3.0
16800.0,0.1399,574.11,9.0,1.0,36.0,15.0,1.0,3.0
9600.0,0.2899,320.19,8.0,1.0,36.0,15.0,1.0,1.0
5000.0,0.1333,169.27,8.0,1.0,36.0,13.0,1.0,4.0
35000.0,0.2899,1174.07,8.0,1.0,36.0,12.0,1.0,0.0
1000.0,0.1333,687.68,8.0,1.0,60.0,13.0,1.0,4.0
30000.0,0.2899,924.81,8.0,1.0,36.0,3.0,1.0,1.0
10000.0,0.2899,305.31,7.0,1.0,60.0,2.0,0.0,4.0
19000.0,0.1825,1372.97,8.0,1.0,60.0,21.0,1.0,4.0
